Altitude	Mach	PSFC	SHP	Throttle
10344.82759	0.48	0.224814756	2684.166655	1
11206.89655	0.48	0.2202802	2684.166655	1
12068.96552	0.48	0.215811921	2684.166655	1
12931.03448	0.48	0.211409331	2684.166655	1
13793.10345	0.48	0.207071842	2684.166655	1
14655.17241	0.48	0.204127456	2666.69642	1
15517.24138	0.48	0.203311988	2621.823634	1
16379.31034	0.48	0.202589901	2576.241067	1
17241.37931	0.48	0.201997235	2529.545183	1
18103.44828	0.48	0.201230342	2485.553322	1
18965.51724	0.48	0.200630433	2440.017174	1
19827.58621	0.48	0.199990803	2395.502384	1
20689.65517	0.48	0.199322325	2351.856112	1
21551.72414	0.48	0.198601239	2309.336572	1
22413.7931	0.48	0.197976527	2266.207682	1
23275.86207	0.48	0.197361891	2223.490837	1
24137.93103	0.48	0.196756676	2181.195928	1
25000	0.48	0.196270407	2138.131336	1
0	0.5	0.286166122	2684.166655	1
862.0689655	0.5	0.280758709	2684.166655	1
1724.137931	0.5	0.275425151	2684.166655	1
2586.206897	0.5	0.270164846	2684.166655	1
3448.275862	0.5	0.264977192	2684.166655	1
4310.344828	0.5	0.259861591	2684.166655	1
5172.413793	0.5	0.254817441	2684.166655	1
6034.482759	0.5	0.249844145	2684.166655	1
6896.551724	0.5	0.244941103	2684.166655	1
7758.62069	0.5	0.240107718	2684.166655	1
8620.689655	0.5	0.235343393	2684.166655	1
9482.758621	0.5	0.230647533	2684.166655	1
10344.82759	0.5	0.226019543	2684.166655	1
11206.89655	0.5	0.221458827	2684.166655	1
12068.96552	0.5	0.216964795	2684.166655	1
12931.03448	0.5	0.212536852	2684.166655	1
13793.10345	0.5	0.208174408	2684.166655	1
14655.17241	0.5	0.203876874	2684.166655	1
15517.24138	0.5	0.202564376	2645.464449	1
16379.31034	0.5	0.201959813	2597.968691	1
17241.37931	0.5	0.201297325	2551.763595	1
18103.44828	0.5	0.200526606	2507.442933	1
18965.51724	0.5	0.199959902	2461.099514	1
19827.58621	0.5	0.199224359	2417.366062	1
20689.65517	0.5	0.198684389	2371.793923	1
21551.72414	0.5	0.198053177	2327.861295	1
22413.7931	0.5	0.197445212	2284.189854	1
23275.86207	0.5	0.196846063	2240.953889	1
24137.93103	0.5	0.196172826	2199.084298	1
25000	0.5	0.195687924	2155.645041	1
