Altitude	Mach	PSFC	SHP	Throttle
16551.72414	0.32	0.226772154	1704.062479	1
17586.2069	0.32	0.225331736	1671.399269	1
18620.68966	0.32	0.224004382	1638.295953	1
19655.17241	0.32	0.222695341	1605.468813	1
20689.65517	0.32	0.221404175	1572.92491	1
21724.13793	0.32	0.220130303	1540.672117	1
22758.62069	0.32	0.218990257	1507.911153	1
23793.10345	0.32	0.217781114	1476.059297	1
24827.58621	0.32	0.216596278	1444.468898	1
25862.06897	0.32	0.215328048	1413.852548	1
26896.55172	0.32	0.214158187	1383.0077	1
27931.03448	0.32	0.213003964	1352.489131	1
28965.51724	0.32	0.21200064	1321.455966	1
30000	0.32	0.210828796	1291.912464	1
0	0.35	0.275463508	2080.229158	1
1034.482759	0.35	0.269183592	2080.229158	1
2068.965517	0.35	0.263006902	2080.229158	1
3103.448276	0.35	0.25693245	2080.229158	1
4137.931034	0.35	0.250959247	2080.229158	1
5172.413793	0.35	0.245086305	2080.229158	1
6206.896552	0.35	0.239701442	2076.854911	1
7241.37931	0.35	0.238185101	2040.509699	1
8275.862069	0.35	0.236793383	2003.498962	1
9310.344828	0.35	0.235328351	1967.514433	1
10344.82759	0.35	0.233883577	1931.759607	1
11379.31034	0.35	0.232459124	1896.238777	1
12413.7931	0.35	0.231055102	1860.955885	1
13448.27586	0.35	0.229671678	1825.914478	1
14482.75862	0.35	0.228309086	1791.117642	1
15517.24138	0.35	0.226967641	1756.567931	1
16551.72414	0.35	0.225544971	1723.052146	1
17586.2069	0.35	0.224226481	1689.146597	1
18620.68966	0.35	0.222926002	1655.522444	1
19655.17241	0.35	0.221643172	1622.186343	1
20689.65517	0.35	0.220377509	1589.145624	1
21724.13793	0.35	0.219230728	1555.681839	1
22758.62069	0.35	0.218025195	1523.073674	1
23793.10345	0.35	0.216842728	1490.736927	1
24827.58621	0.35	0.215684652	1458.668166	1
25862.06897	0.35	0.214428924	1427.685463	1
26896.55172	0.35	0.213281253	1396.407917	1
27931.03448	0.35	0.212258484	1364.76083	1
28965.51724	0.35	0.211185557	1333.890351	1
30000	0.35	0.210022355	1304.025884	1
0	0.38	0.277204017	2080.229158	1
1034.482759	0.38	0.270882219	2080.229158	1
2068.965517	0.38	0.264664346	2080.229158	1
3103.448276	0.38	0.258549404	2080.229158	1
4137.931034	0.38	0.252536398	2080.229158	1
5172.413793	0.38	0.246624336	2080.229158	1
6206.896552	0.38	0.240812222	2080.229158	1
7241.37931	0.38	0.236669341	2066.427036	1
8275.862069	0.38	0.235320135	2028.636547	1
9310.344828	0.38	0.233890099	1991.960525	1
10344.82759	0.38	0.232479741	1955.526581	1
11379.31034	0.38	0.231089155	1919.338751	1
12413.7931	0.38	0.229718486	1883.400697	1
13448.27586	0.38	0.228367937	1847.715655	1
14482.75862	0.38	0.227037785	1812.286369	1
15517.24138	0.38	0.225728392	1777.114999	1
16551.72414	0.38	0.22432745	1743.078911	1
17586.2069	0.38	0.223038309	1708.589189	1
18620.68966	0.38	0.221766489	1674.3939	1
19655.17241	0.38	0.220511588	1640.499932	1
20689.65517	0.38	0.219273067	1606.914966	1
21724.13793	0.38	0.218164912	1572.820312	1
22758.62069	0.38	0.216988199	1539.670433	1
23793.10345	0.38	0.215834549	1506.799902	1
24827.58621	0.38	0.214600355	1474.926144	1
25862.06897	0.38	0.213461044	1442.834176	1
26896.55172	0.38	0.212336789	1411.084338	1
27931.03448	0.38	0.211354843	1378.848708	1
28965.51724	0.38	0.210310483	1347.486781	1
30000	0.38	0.209153211	1317.292031	1
0	0.4	0.278446796	2080.229158	1
1034.482759	0.4	0.272095101	2080.229158	1
2068.965517	0.4	0.265847828	2080.229158	1
3103.448276	0.4	0.259703981	2080.229158	1
4137.931034	0.4	0.253662561	2080.229158	1
5172.413793	0.4	0.24772257	2080.229158	1
6206.896552	0.4	0.241883011	2080.229158	1
7241.37931	0.4	0.236142886	2080.229158	1
8275.862069	0.4	0.234284623	2046.635858	1
9310.344828	0.4	0.23287908	2009.463456	1
10344.82759	0.4	0.231492822	1972.542004	1
11379.31034	0.4	0.230125964	1935.875346	1
12413.7931	0.4	0.228778676	1899.466935	1
13448.27586	0.4	0.227451188	1863.319772	1
14482.75862	0.4	0.226143808	1827.436339	1
15517.24138	0.4	0.224756357	1792.620333	1
16551.72414	0.4	0.223470577	1757.414569	1
17586.2069	0.4	0.22220195	1722.506259	1
18620.68966	0.4	0.220950151	1687.901861	1
